"0","@katephelan mr nimoy did not attend the screening AFAIK "
"0","@jillianne  ow. "
"0","i can't believe it's snowing "
"0","Beuh, mon twitter gadget bug "
"0","@sharkeymalarkey Oh, Shawkey    I just commented on your &quot;MyFace.&quot;  I'm so sorry.  I'll send a big envelope of healing glitter."
"0","@alchops - and its gonna get worse. days are getting shorter and shorter.. "
"0","@JoanneSkywalker It's really depressing!!! It teases me, by working fine up until I try to save the people I created. What the hell! AHH! "
"0","I feel like DEATH.  My throat hurts."
"0","@thecrochetkid I'm too poor "
"0","I'm really sick  I have to go get a bunch of tests at the doctors today. They think it might be lyme. I'm really not excited about this..."
"0","I was stuck in bed all day yesterday with the most savage of migraines  Was absolute torture... Anyone else get something similar at all?"
"0","workingggggggg ughhh and my phone wont let me twitter  "
"0","I hate College right now "
"0","@NowGamer_Dan and for the xbox360 even 5.9/10  I hope that I will disagree with that next week when I get the game ..."
"0","Really missed you last night "
"0","Watched Cannibal Holocaust last night and had screwed up dreams. That is not a movie for the squeamish. They kill a real turtle "
"0","Hope someone is having spring weather because it's snowing in TC right now "
"0","just sittin glooking out my window in work &amp; its raining  wish i was of sunny myself somewhere exotic!"
"0","@FakeCedric Oh hunny! I can use all appliances in the kitchen. I love to cook and bake! I just don't always have someone to eat it "
"0","Why is it snowing? "
"0","stupid daylight savings ending/cold weather. I'm exhausted "
"0","@scaree No one's sent me a kiss yet! "
"0","@loz_xx i didnt, i dropped the table on it yesterday at krew... "
"0","still haven't got my coffee. I'm done. Help me "
"0","Once again, I wish some benevolent god would smile upon me and not make of work at this hour.  "
"0","guessin she's really been dismissed "
"0","No Internet = No updates  Brilliant weekend down to Coloba and everywhere inbetween... Bringing home a monkey..."
"0","Does anyone know if networks are down in italy? not getting replies from friends "
"0","@DHughesy Unfortunately I wouldn't pass the colouring in section to get on the show "
"0","is now waiting and wanting people 2 follow her "
"0","Stuck @ the lite.. Almost 10 mins late to class "
"0","Death toll from Monday's earthquake in Italy is now at 207 "
"0","Not happy with the snow today... "
"0","pain, pain, go away.. "
"0","Carpool and Cold. Again   Where's spring?"
"0","@kaymurphy love him, he never answers me back though  mind u all i say is hi"
"0","loaded with class tests "
"0","Blah....sick with the flu "
"0","@mrlondoner meh, I expected so much more. I guess that was my first mistake "
"0","I posted my '91 Golf up for sale last night and I'm already getting a fair amount of interest! Going to be sad to see her go.. "
"0","@eb0204 emily, wth do you ever sleep???? lol Hey I miss the guys!!! "
"0","@Dougrea Tell me about it.  And we are out on Spring Break this week too "
"0","ugh just woke up with a headache... this should be interesting... bad dreams  *Stacia*"
"0","Workin the election, driving round checking on judges and eqip... sick. So much more fun when healthy. "
"0","would have been delighted by this snow a few days ago but.. i just sent my winter coat, hat, gloves, uggs, etc. home with the parents  #fb"
"0","im wearing all black socks =O haha, they are pretty random  and im bored and tired and a nigel "
"0","Audio: coolcat214: �awwwwwwwwwww my poor baby is sick im sorry mi amor  its okay. =| http://tumblr.com/xue1ju8xt"
"0","@FrenchyCakesCxC I'll be in London in July... that's closer to Paris than I am now... lol...but not close enough "
"0","@edddeduck Distributor system? Then it's Justin's and I entirely wash my hands of it! ;) (Also because I have no idea   )"
"0","Man im so tired its just not funny  i need/want to sleep but my eyes dont want to close"
"0","Need my Claudia "
"0","@TtimewithTy ok band name, really bad club name "
"0","ughhhhh its snowing  spring is such a tease"
"0","I'm pretty sure my shoes have melted onto my feet.  "
"0","charlie horse in the middle of the night. terrible dreams. sick.  "
"0","@nikkiwoods aww    all 4 of us? whoa. we need 2 do a nikki recruit drive-top shelf only, selfish 1's need not apply! "
"0","ew snow! but anywho im getting ready to go to co op BUT....no brandon today  he is very sick! so im coming home today D: send some love&lt;3"
"0","Don't eat a Callipo Ice Lolly before eating your lunch, I feel sick now and not hungry for my sarnie. "
"0","@grahambeale hi mate, I am actually in the land of the un-well  but I hope you get a big send off!"
"0","@rootvet Unfortunately not  Featured Seller status offers preferred placement as a user and with all uploads."
"0","being sick really sucks!  Especailly since this is like the 4th time this winter...(ok its spring, but you'd never know!)"
"0","Backed the car over 2 bags of recycleables and had to then clean up the mess in the freezing rain and off to a bad start "
"0","Yaawwwwwning @ the office! ...... "
"0","I need a free music web-site to listen to at work!!!!  They blocked playlist.com "
"0","Is Meant To Be Getting Ready To See Sophie At Half Past But I Havent Even Got Dressed Yet xD I Have A Headache  Oh I Better Rush &lt;3"
"0","@empiremagazine You are not following me anyway so no probs. Want to be followed, so lonely  lol"
"0","i really want my next tattoo but haven't got the cash right now.....so many gd ideas in my head and i cant get afford needle on skin "
"0","ugh my head, too many margaritas for a monday  Can't wit for the Arsenal game though!!!"
"0","@ElleCMcG OMG recap  Sorry you had a crazy day, Laura!"
"0","Oh look at all the snow outside, please go away! &amp; My eyes are about to close I am so tired "
"0","@perezhilton its sucks hairy donkey balls but knowing him it will be a hit  x"
"0","Just as my dream was about to finish rendering I woke up "
"0","shaking up some apple juice and watching the snow fall.  the ...snow "
"0","is watching the extras disk of &quot;Star Wreck&quot; - all the items but none of the menus "
"0","Yawwwwwwning @ the Office!....... "
"0","Eight hours. 1500 words. Lucy happily reparked. Brain composed largely of mush. Beginning to freak out about Thursday while it's Tuesday. "
"0","Still hurting. Still can't eat chunky monkey ice cream. "
"0","too tired to walk to the other side of campus. if the class is from 9-12, why schedule the test in the first hour? "
"0","@DG_MMK - When would he have rolled me? My Twitter was seriously fucked up last night "
"0","Allergies kicked in already. Runny. Nose and itchy eyes  can't wait for a few weeks of this."
"0","Morning tweeties~ Well it is a cool, windy..snow on the ground day..more expected next 2 days.  Trying to be chipper about it."
"0","@pennydog breakers just offered me �50 but I have to go and take all my docs there, then they will come and collect later. Rubbish! "
"0","Had lunch and I want to go to sleep now  Think I'll go upstairs and put the washing mountain away!"
"0","I wish I had a tour manager to sort out my travel stuff. And someone to pay for it all too. Sucks to empty the savings  "
"0","I am about to slap Pops' negative gravity around him for causing him to fall again. "
"0","Oscar is getting ready to be neutered  http://apps.facebook.com/dogbook/profile/view/6366157"
"0","One day back in the office and I feel a cold coming on. Or it was my raw vegan indiscretion. Either way, I don't feel so good. "
"0","@lauraEchilds ohhhh  but I will be ever so sad and you know you need to talk to me atleast once aday!"
"0","@dbferguson Happy Birthday!!! Sorry you have to work today. "
"0","No jobs today, not in the mood to apply for any even if there were, I want to go home "
"0","great, I toasted a crumpet and then forgot about it... now it's cold "
"0","there is this letter infront of me and I know wats in it (stuff 2 do wid Trey Songz) and I really wnt 2 open it bt i can't, it's not mine "
"0","Working in Toledo.. "
"0","Gahh its too early! "
"0","so I messed up in setting my alarm last night and over slept  no time to study for my test..hope I am able to wing it and pass!"
"0","where can I find a bleeding chanel necklace --lasercut?  it's like they don't exist anymore.... "
"0","got paid fuck all and wants to kill the lostprophets. Peace out world, i'll see you in the next life "
"0","doesn't feel good  "
"0","@Kal_Penn What a shock. I'm going to miss you "
"0","my brain is hurting - well, thats what 5 hours of english coursework does to you "
"0","@xmichelerocksx awh. Yea.  well i emailed her. Lol"
"0","@squink new cap and shaken for a long time, sometimes when spraying lots they catch wet bits on the nozzle and spit slightly,it's life  ha"
"0","Another ALT.NET podcast about ALT.NET  *sigh*"
"0","being sick really sucks!  Especailly since this is like the 4th time this winter...(ok its spring, but you'd never know!)"
"0","@willcarling Pickle in a toasted sandwich? Are you sure? That's like inviting Chernobyl into your mouth "
"0","New SATC movie coming out 2010! But Oz gets the premier last  All cast back and it's set in fabulous London...yay! http://tiny.cc/7zCnY"
"0","Good Morning...I got asian bangs and I dont love them....I dont think "
"0","is up at 8 in the morning..enough said.. "
"0","@davtoole can't bring myself to watch a film about Sheffield United. "
"0","Out working with sheep "
"0","I wonder if this is somehow related to my nose being freezing yesterday  But I drank orange juice and got 8 hours of sleep... *sad*"
"0","is photographing This Is Hell tonight!!! Damn, I really want to go to Groezrock "
"0","Advertising and marketing research tomorrow  hope i know stuff :&quot;("
"0","think i may have to go to the er today "
"0","Straightening my hair. have to go to orthodontist. "
"0","Hope to ride first TT of the year, Bangor 5, if I can get away from work in time, looks like rain too "
"0","@kimmy_long_legs Just missed you. They're out of Tomato &amp; Basil soup though "
"0","our littlest hen is looking a bit miserable, hope it's not the return of being egg-bound "
"0","@Yourmumsmabitch Well I was there for quite a bit when your car stopped working :p Damn I forgot about your car sorry  Poor thing"
"0","no more rain pleaaaaseeee "
"0","@Stephdadi @kabutcher early symptoms yet nothing too bad still hoping its just that "
"0","is trying to anti-bac her work area to keep the coworkers' germs away. everyone seems to be sick "
"0","stuck in college AGAIN "
"0","@sk8mate are you going to do the show in cardiff...nothing ever seems to come to wales. "
"0","@josesosa Shit man, they closed your birthday thread "
"0","You know you work yourself too hard when you have to set free time for your self.  So I'm spending it here"
"0","There is 1 less squirrel in the world now... "
"0","Argh...throttled to 64k up and down...I know dialup was slower than this, but man the net is painful at this speed "
"0","so looks like i'll be going to school "
"0","there is NOTHING worse than an ill-fitting bra "
"0","Going to bed...again. Sad that ex started 2 ignore me when ex's new crush logged on. "
"0","@Adka88 ya this one - its just really expensive in Swiss     http://bit.ly/aBxtk"
"0","is sitting in jury duty "
"0","i want my money "
"0","Sat on the beach in Woolacombe. Sun is out but it's cold "
"0","Brrrr...it's cold "
"0","this is embarrassing and irritating. Conchords in Tampa Review. http://is.gd/rbFC "
"0","my back hurts. argh. i miss my bloke. "
"0","random thoughts pt 3 of 3: i'm onto season 3 of l word. i don't want to watch this season because my favorite character dies. "
"0","i'm so un-realisticly gutted that i can't go download this year and see papa roach. "
"0","Sydney rail advertising. http://twitpic.com/2ybkw Graduate programs at railways was my first choice but alas I ended in fashion "
"0","coughing a lot "
"0","@gazpachodragon Unfortunately he saw my sneaky advances and has already squirrelled it away deep under his desk "
"0","I think I have a fever.  iDie. Don't know if I'll be able to make it to class. BOO!"
"0","Knows I'm sick if I don't want coffee "
"0","wondering why ASP.MVC has done such a complex issue with simple CheckBox stuff "
"0","NOT NAKED   Snow flurries in Ga. on 4/7 for chrissake!"
"0","thats y i never play uno  all the green cards go"
"0","an hour has now passed n im still on this digital img thing.  all nightaH."
"0","@nessie111 think it's over here babe "
"0","key.. this is just weird "
"0","bleh...didn't wake up on time to leave work early for the chiropractor "
"0","someone save me from bio lecture... its too early for this! and my knee is black and blue "
"0","@ajwillis I'm fed up of Sainsbury's altogether, just been for the dreaded big shop. Our cat food now only available in small boxes "
"0","@bexxi So do we. The appropriate authorities have been informed. "
"0","On the bus off to school... Boo. Making up the biology test today. "
"0","working thinkin of ways to leave this place feeling like Trey songz Just gotta make it lol i hate wall street its so Gray and sad "
"0","i wish it was sunny  at least then i could try get a tan lol"
"0","SHITTY DAY! "
"0","@Hollywood_Trey ha what are you now my P.A ? man i'd tell people to follow u but I might miss our tweeting too much "
"0","Well I'm gonna go get ready for school, then I'm going to school "
"0","@servermojo I love your service but getting too many false positives to tell people about my public page I'm afraid "
"0","Why would emotions suddenly pour out..?? I just remembered something that happened, n im very badly feeling it..!! "
"0","Firefox 3 is so frustrating sometimes. Crash every 2 minutes without notice "
"0","All Apple stores closed today  maybe inventory day??"
"0","[and as far as I'm concerned, I can't help but feel I'm going about everything wrong.  ]"
"0","@chaddyp that movie is so sad! "
"0","Ouch, I just bit my tongue as I sneezed. Blood tastes rough "
"0","@PaulaAbdul You need to get more sleep! At least on nights before Idol. "
"0","Up at 3 am for 6am flight "
"0","Is feeling very confused and meh... "
"0","got to go study  i hate the junior cert cant wait till the 12 of june it will all be over then wwoooo"
"0","Up and at work after a late night watching the game. State lost "
"0","@heybonnie  well text me when you have it. ;) weee"
"0","not in mood  hate it,, got a hedache!! but still have a homework to do, huh!"
"0","doesn't know why her body hates her. she is getting sick again and woke up before 7 am on a day when she doesn't even have classes "
"0","@jowhit send it Bk this way pls lol i'm burning again "
"0","@NOLAnotes ohh...don't like bell peppers "
"0","ok so HOW do I post a photo from lappy on here? cant c button 4 it "
"0","@jcg1483 I hope so. Obviously usage is a massive factor but i currently get about 12 hours out of my N95! "
"0","work til 5. quick dinner. class til 9. I haaate tuesdays "
"0","Me thinks it's my turn for what @mcarvin has. "
"0","@jemcam but your going away and so is B... looks like we will have to wait a while "
"0","@oooooooof yeah I should but no time to do such thing "
"0","Riddle me this: WHY is it SNOWING? Not flurrying, S-N-O-W-I-N-G? "
"0","Its cold "
"0","1 in 6 of my previous friends and colleagues at RBS are going to lose their jobs  http://news.bbc.co.uk/2/hi/uk_news/scotland/7987659.stm"
"0","@thellyv no plans yet. "
"0","Apparently, a TWAT (Tweet Squatter) already claimed the name Sketchbot.  "
"0","god damn...these hurt ribs are seriously cramping my exercise style. "
"0","UNC dismantles Mich. St. to claim championship I wanted Nova to win "
"0","has got homework to do "
"0","@LorettaK @HeatherShorter Seriously though - there are 6 pairs of shoes in that fedex box, all bought recently "
"0","mai thi communication system m� ch?a c� h?c ???c ch? n�o h?t, ch?c l?i f?i n?p gi?y tr?ng nh? h�m thi m�n Anten qu�,  :'&lt;"
"0","oh my god internet explorer 6 and 7 i just don't understand you guys "
"0","@jtothe9 very nice! cannot afford them though, no matter how good the price is "
"0","10� for the lunch canteen. Welcome in Paris!  At least it was good..."
"0","@KendellRenee I will be down there in 3 weeks... but u will be gone  We need to catch up!"
"0","Raining on a vacation day "
"0","Oh Parky no  http://uk.tv.yahoo.com/blog/article/138886/ Should Jade have been punished for being brought up poor then?"
"0","@scroobiuspip you have my name.  it has made me very sad. I wanted to be twitter.com/scroobiuspip"
"0","@cyclesocial 3 out of 3 comments are negative on that story http://tinyurl.com/cgqajm UK Society seemingly doesn't want to slow down "
"0","@rabble I know   And others shouldn't even be mentioned on that paper. In any case, it's unbelievable to read that stuff."
"0","i think ive got a wisp on my eye "
"0","Kinsey Whearty put too much milk in her coffee and chicory.  Oh sadness, alas..."
"0","Kal Penn is my hero! But did you really have to leave House? "
"0","i want Sykes back, really bad "
"0","OK, I now have a question that needs to be answered...Why are dreams so hard to acheive?  x"
"0","isn't digging the fact that it was 78 degrees less than 48 hours ago and it's 29 now and windy.  "
"0","they threw away my water bottle  annoying on more than one level."
"0","31 days, 2 seminar papers, 1 Spanish exam, 1 play to go. &lt;3  I only want to play Mario Kart with Ruby.  lolz"
"0","is warning you, if a physio tells you they want to do 'soft tissue manipulation' this, in fact, means they want to KILL you and be EVIL!! "
"0","Up and studying in the early morn, motivated by my very bad dream! "
"0","@coffeemaverick I have a brick... err... laptop that did the same thing.  My condolences.  "
"0","this day is set to drag. 9-7 is not my ideal shift. "
"0","work all day long "
"0","@ellielocke you have 1 day till easter? no fair, i have two days and two exams till my easter break "
"0","is super tired and really wants to go to bed but i have so much h/w to do......omg uni drains my life "
"0","rehearsal makes my head hurt. "
"0","Trivia was triviatastic. Home again. Working. "
"0","OK... Gotta find some friends or something it's shameful giving updates to myself... "
"0","Sore throat. "
"0","Here we go again. Same old same old. "
"0","Daylight saving is over  it I'd now dark at 7! Not fair! I don't like it "
"0","So tired! Didn't go to bed until almost midnight "
"0","i have realised something. whenever i can't text phoebe i email her, like in macau, i emailed her endlessly, it's the same now  no Sykes!"
"0","Feeling wacked out - this is why I hate taking these tablets "
"0","Like most others, I do feel inclined to say... Wowowowow it's cold! And snow  etc etc."
"0","Bah, I'm so hungry. "
"0","Beware of impending MacHeist spam (i want Delicious library 2 ok? sorry  )"
"0","sucks that I had to change the settings for comments on my blog.  damn spammers.  "
"0","Got a cold  Hate this Dutch weather!!!"
"0","@RebeccaVasmant still no better then hun?  drink loads of fresh juice.. try and get smoothies, that'll help!! speak later, kisses xx"
"0","The suns out and I'm stuck inside "
"0","everything in facebook is down "
"0","Isabeau Ella-Marie Carpenter wntd mommy 2 call in sick, i miss her  http://apps.facebook.com/dogbook/profile/view/6215591"
"0","Some things even spell check can't fix "
"0","Tigger lost his bounce. "
"0","Got my ass KICKED at the pool function last night... I've never been so sore!!! "
"0","Realized it's Holy week &amp; my pastor mother is going to have to fit in hospital time between services &amp; whatnot. No bueno for her. "
"0","I have a bad feeling this is going to be a doozy of a day... "
"0","@lauraEchilds noooooo  don't make me cry"
"0","@problogger aweber doesn't have a time feature on sends? "
"0","So sick! I don't wanna miss class today "
"0","last qs just announced he's heading out too - just me left "
"0","Trying to figure some things out.....my brain hurts "
"0","@tornadoliese Bummer, I didn't think so! "
"0","@shylands get a job "
"0","@silent_dave lol well you call it me enough I'm starting to think you think I am a tit "
"0","@kg86 Wish I could get some in Mangalore also "
"0","im sooo friggin borreeeed "
"0","Doubt anyones even reading these. Lol. I have no followers! "
"0","Can anyone recommend a router with *good* wi-fi reach? Got a Netgear WNR834B v2 now, but connection with the iPod keeps dropping "
"0","My throat really hurts "
"0","long day ahead...weening off caffeine "
"0","Wondering why we have snow in the springtime    Chillin inside 2 day"
"0","@shazy_s omg that silver bmw jwas outside my house again n when i looked out it drove off!!!  who is this?"
"0","The killer toothache is back  test was crappy. Kill me"
"0","@warsongraven i can haz a title with mirror in it plz pretty plz  "
"0","You know it's going to be a long week when u wake up thinking it's Saturday "
"0","My baby turns 9 yo today! I'm feeling a little old! "
"0","@dimensiondvdrob no, I did not get it!  Maybe the mail lost it. "
"0","Just stopped in at Subway. They didn't have the Fearless songbook at Music Cellar  Spent 6.50 on theory books I don't even want :/"
"0","i'm at work. also just realized i am going to fall about $100 short of depleting my work-study funds. noooooo i refuse to work extra days "
"0","Sending condolences to all my Sparty friends... "
"0","can't draw James deans hands right "
"0","Ugh i hate being sick i would rather be at school then be sick right now. "
"0","aww man, i cough a lot these days and my throat hurts like hell...i might get a doctor check-up "
"0","The animatic project is done. Got a positive result.  Now I just have to write a 20 page report in 2 days. It's gonna be fun. "
"0","School  Why couldn't I be sick today! "
"0","i've been thinking about getting a blackberry or an iphone or something, sucks that they all have 2 year contracts "
"0","Face burns with acne stuff the doctors gave me!!!! The only reason I use it is because it takes away the acne and the acne scars! "
"0","Sitting inside as the rain has ruined my plan for a walk. Oh Ireland "
"0","argh. Forgot my ibuprofen "
"0","Waiting to go to the dentist and wondering when this flippin cold is gonna go!! i feel poorly "
"0","Is workin. Today is my monday  "
"0","I am driving back to Kewanee to work.  so sleepy."
"0","Yawn woke up. Time for another day of ignoring my &quot;friends&quot;. Goody. "
"0","My macBook is behaving very strangely.... "
"0","SAT homework "
"0","I wish the hills started here tonight aswell "
"0","In a serious mood this morning- def, need to change that asap  &lt; ; ) Wondering if I should take on a new account or focus on me n eff $"
"0","@bandofmagpies Damn them!   Seriously though, that sucks...."
"0","hatesss side effects  at least im better today &lt;3"
"0","@ladylonline I've been good; and girl I haven't been in the blog scene for almost 3 weeks  Sooo yeah lol buuuut I will check it out soon!"
"0","My ass is so cold. "
"0","needs a new 'looking good for Jesus' mirror..mine broke.. "
"0","@ALStrays Oh poor wee thing  Nice to hear she's been rescued though."
"0","Full Of The Cold:; Starting To Bring Me Down "
"0","i wish Frankie's weather report was wrong "
"0","gaah have to work early tomorrow. grrr couldve spent the day fullfilling my hearts desire by shopping! think of the moneeyy hinnaa "
"0","power is out "
"0","the seas are rough today....my stomach is not gonna be happy "
"0","Disappointed about where the House Season is going. . . . . . sigh. . . Used to be such a great show! "
"0","I'm still so cold and tired. "
"0","Good morning twitter world it's my 13hr day today   Keep laughing so I can get through it!!!"
"0","Booooooo snow!!!!! "
"0","Poor MSU, was hoping they would beat them Heels "
"0","@SelenlovesMcfly NOOOOO!!   Are they really angry? :'("
"0","33 precious minutes with my one and only then no more til tomorrow "
"0","So sleepy this morning!  "
"0","Ugh I feel like death. I just wanna go back to sleep, the only thing making me go to school is dumb precal quiz "
"0","@attilacsordas  Im afraid not. I have a sony viao, thats officially  not mine, and a windows desktop "
"0","doesn't wanna do uni work today but has to "
"0","..for my finals... "
"0","Why has my i-tunes ceased working?? I was in the middle of loading No Doubt's singles collection on my i-pod "
"0","Is worried sick about Santino. He has a fever "
"0","i need a pick me up. probably should be tackling cardio right now. like that's gonna happen... "
"0","@troubalex Sorry, we see  this twitter account is for you personally. Should we follow another for #qt4 community events? Are we alone? "
"0","@lucky_gift yay! she's not a bitch, just flaky "
"0","I broke the zip on my trousers. "
"0","shot 900 photos today in Kyoto. A few had a black dot on them from dust on the sensor  Fixed now. Sorting them all will be a nightmare."
"0","@mollylaurel no his own dog, poor thing "
"0","@DonnieWahlberg word on the street is that &quot;face time&quot; is not worth the $375.... No individual pics and rush, rush, rush..... "
"0","@Maceymace it's at 9:00 but i've gotta be there 15 minutes before.. :/ so very early!!  my sisters boyfriends doing it the same day"
"0","supposed to be working at the moment - pretty bored tho "
"0","Ugh im so tired dont feel like goin to scool! "
"0","Good Morning Amy!  Your snow going away yet?  I can't deal with budgets &amp; numbers this early in the morning at work....... "
"0","@chrisbrogan What's not cool is all the snow in Detroit lately....   (haha!)"
"0","Is it Friday yet? Thankfully I have Friday off so maybe I should ask if it's Thursday yet? And the answer, unfortunately, is still no "
"0","On my way to the airport. Leaving florida.  worst day ever."
"0","I feel like death, can't even believe I'm at work right now "
"0","Simba is already missing Sally &amp; Zac  http://apps.facebook.com/catbook/profile/view/1043840"
"0","is in shock de ce se intimpla in Chishinau shi nu m-am dus sa sarbatoresc Ziua Internatzionala a Sanatatzii "
"0","Man. I have some bad sleeping patterns. "
"0","I'm on my grind today I have to work both jobs  sucks to be me. Hopefully no dumb ?'s or long boring meetings with people complaining"
"0","bummed that I forgot to go to Wal-Mart this morning at 5am on my way to work to get the new RF CD! UG! Guess I'll go on my way home "
"0","House completly surprised me last night. I can't believe I cried watching an episode of House. So sad. "
"0","@teh_lisa  I know!!!!!!  Why not Taub instead?!? NOT KUTNER  "
"0","Baby is  really sick!!  "
"0","Getting ready for school, can't seem to focus my eyes yet...not a good sleep. "
"0","@marpagan what happened? "
"0","Horrible day so far and it's only 7:30 am "
"0","bored as hell but working... what will this rainy day bring me... miss my boo "
"0","Was headed to bed when I realized I have Tafe and my designs will defult to helvetica when I arriive with out all my fonts "
"0","Just when I think House is getting better, it goes and pulls that shit. What the hell.  This show has gotten so bad.  "
"0","I was fine until I had to speak to the nurse, now she has made me doubt myself and my decisions. Feel totally and utterly deflated "
"0","doesn't want to clean Daddy's yacht, or write his dissertation. He wants to plan a forty-five minute magic show. "
"0","Searching for a job! "
"0","@scottavenue very emotional. just found out n cried  gna miss u all xx"
"0","is cold "
"0","@lelebelle at this rate it's hard to tell when I'll get to  I feel asleep watching the so from 2 weeks ago! Not the shows fault though."
"0","@GiulianaRancic:I'm very excited my cardio kickboxing instructor is teaching close by again! I had lost 30 lbs w/her. Back on w/out her "
"0","@kdfw the girl in the suitcase story is just messed up..  Can't imagine anyone doing something like that...  "
"0","I wish my computer wasn't broken so I could get a effin pic up..why can't I do it on my blackberrry "
"0","Having an awesome time in Florida...but its my last day.  "
"0","Oh no. No no no.  Getting sick...this is gonna be a bad one "
"0","okie doke. going to school. hopefully i'll feel better throughout the day.  here goes nothing..."
"0","has hit the biggest writer's block. "
"0","I love the hyacinths &amp; daffodils that I put on my desk, but now I think the pollen is starting to affect me  allergies suck"
"0","@flipgonzo no  not that i know of. I should annotate it. The slides are minimal and don't contain all the good bits LOL"
"0","my schedule's all messed up. gaaak. too many deadlines looming in the horizon! "
"0","@thejrod @idolan a problem compounded by the fact there's no coffee in IT  - sounds like monday 2.0"
"0","gah. my wrist is still hurting "
"0","Just had the guy from the insurance company over, re: flooded kitchen. Much chin rubbing later, its all got to be ripped out. "
"0","here's to hoping today goes by quickly... "
"0","@ProudKiwi I'm still working "
"0","So I'm not sick anymore. Twilight Zone? but I did go to bed with wet hair so now it's still wet and I'm terribly cold  but not sick? weird"
"0","@StephWeber I must not have unlocked that one, yet. I'm a slowby. "
"0","Listening to frank turner curled up on the sofa with puffy eyes and a cold "
"0","@LiquidDragn I can't even pretend I understand what is going on. Ps. your stinkpad is dying "
"0","Jury duty boooo "
"0","Time to go to work  Must stop knitting "
"0","Gettin up and gettin ready to do some more taxes. "
"0","Good morning. April 7th and it's snowing "
"0","So I see snow outside, I'm so sick of Ohio's weather!! 2 more years till I move down to Palm Springs, CA..missing 79* weather!! "
"0","It�s sunny!  But I need to wash dishes "
"0","Fuck i ripped my last pair of jeans "
"0","Jays home opener was amazing!  No streakers though "
"0","my fave hairdresser still isn't back  Hope I don't get a rubbishy cut on Friday! So.many.dead.ends &gt;_&lt;"
"0","@amyxo yea thats what im doin, it just hurtsss   hows weston?"
"0","and then there was one (me) "
"0","@bigjonevans @willgray79 you asked for a &quot;Volunteer&quot; for Monday, not sure mine will be there    http://bit.ly/13qWMV"
"0","I hate being treated different by someone when other people are around. "
"0","@joconchie Ah well ..win some lose some ! Wouldve been nice to have bet on the 100 to 1 winner!! ( if wishes were horses !). "
"0","Getting ready for work...I'm super sleepy "
"0","~ANNOYED that my pic won't upload...and nooooo it's not too big!! "
"0","@holliebox Sounds like back when I was in college and had to submit a perfectly replicated musical recording as a .mid file. "
"0","@sinjax Alas MusicBrainz does not recognise the mp3  http://content.ytmnd.com/content/1/2/a/12a04f12b7524534b0275a0ab5fcab9e.mp3"
"0","Hates the cereal at the end of the box "
"0","@tiffanyizatt lol. it should be in the upper 70s here  this cold is just wrong."
"0","i have such a long day today  and it may snow?! what...not cool Penn State!"
"0","I'm working and I'm mad about it "
"0","@dylansongs No unfortunately, it seems to be only available in the US. Not Canada either. "
"0","@ElenaBrowne was goooooooooood. you never came on  missed naked time LMFAO xx"
"0","ergh really shitty mood again. bored of not being able to move now, really  and i want to go the pub later!!!"
"0","@todd1985 No, I think she leaves for a visit with her Nana tomorrow. "
"0","@jharb_weave boo I'm sorry  Stupid eyes...why are they so important anyway?"
"0","it's so cold outside, and it's rainy!!  plus my nose won't breathe, *aapchxi*."
"0","my eyes are sore today!    I HATE SNOW!"
"0","waiting for jason to wake up.. could be a while "
"0","just back from truro, huge queue in the bank.. "
"0","Lauren doesn't hand hug me anymore "
"0","It's one thing to hear yourself sing. It's another to hear yourself read a passage from a book. My life is now changed forever. "
"0","Getting ready for the floodgates of patients to open. "
"0","@supaswag I follow your blog.. you haven't posted anything there in weeks "
"0","Only got about 3.5 hours of sleep. Insomnia sucks "
"0","i am miserablely sick "
"0","Watching Fox - Where's Gretchen? "
"0","Correction. Lawyers need to go for PLAIN ENGLISH lessons "
"0","have to work today  "
"0","@VanessaHudqens don't hold that against us  we're not all bitches like that lol "
"0","Just off for a walk down the seafront. Typically the dark clouds seem to be closing in "
"0","@PhilonBOB Good morning to all of you!!  Who won the birthday game?  Cannot get you on my radio at my desk "
"0","Wish it wasn't so nice outside, i wouldn't feel poo revising then "
"0","I couldn't be less prepared for my 11 AM finance exam...  And I can't seem to make myself do anything about it "
"0","arm hurts  my brother pinched me &gt;"
"0","@criana godspeed, I have one this Friday "
"0","@felicecuore Singapore is too boring "
"0","woke up to milo having a seizure. "
"0","Apparently got both parents sick. Oops. "
"0","@SouthwestAir does this mean you're leaving ISP? "
"0","today pics for the annuary!!!! "
"0","The pictures are up! My daughter Olivia is sick today   At least ther Brewers open their season today.  Go Crew!"
"0","@SLessard Hi Stefan!Unfortunately i can�t go to DMB concert in Brazil  I was studing surgery,i�m becoming to be a doctor i was busy :/"
"0","@ensredshirt I forgot all about Chuck! I didn't remember until about 8:15  I will have to catch it online..."
"0","got off @ 12:30 am and now I am on my way back 2 OCS land! "
"0","@andrewcareaga Tried to listen to the Hold Steady, but there's no way to taste the songs before purchase. "
"0","doesn't understand the thought process behind yoghurt pot lids. Why would you make something designed to be licked out of sharp foil? "
"0","Heading to get some shut-eye...I need it "
"0","ugh... i don't feel good this morning   hope that goes away..."
"0","School again... "
"0","@itslacey hey girlie. sorry you're having so much troubles with getting home!!!    have a safe trip!!!"
"0","At work "
"0","I have a terrible headache "
"0","A french vanilla capp sounds really good right now. Too bad i dont have one "
